"(275, 400)","(2.65, 2.95)","(270, 450)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,8,-0.09085991644661653,0.9293230029427775,0.1866408242198767,1.0883906835858868,0.2669779136171847,0.888175496416987
"(275, 400)","(2.65, 2.95)","(270, 450)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,12,-0.706199006353962,1.127771877961182,-0.0952120939132699,1.138915063839006,0.039820763658485525,0.8755238610828254
"(275, 400)","(2.65, 2.95)","(270, 450)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.05,8,-1.4404570902507772,1.6157382707934023,-0.36195297998868303,1.2016890928586785,-0.16423702540947926,0.8822654679591291
"(275, 400)","(2.65, 2.95)","(270, 450)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.05,12,-5.520204843595259,5.546140859281255,-0.839173017910003,1.4257979497637274,-0.4640584493144116,0.9635127536153898
"(275, 400)","(2.65, 2.95)","(270, 450)","(0.35, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,8,-0.08481787959204237,0.9291527526479681,0.19146438305530256,1.0849012734102947,0.269827814099352,0.8878023457752827
"(275, 400)","(2.65, 2.95)","(270, 450)","(0.35, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,12,-0.6895777975438274,1.1187695648029325,-0.08424476354171673,1.1302903659136574,0.04604586924628756,0.8747866483566603
"(275, 400)","(2.65, 2.95)","(270, 450)","(0.35, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.05,8,-1.4044287353290437,1.5865006493848126,-0.343311091175082,1.1862337779508871,-0.15307129264780345,0.8791764765810199
"(275, 400)","(2.65, 2.95)","(270, 450)","(0.35, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.05,12,-5.239656446538406,5.268455080467337,-0.7900157174686465,1.3811475410277119,-0.44052134357310313,0.9484595274204027
"(275, 400)","(2.65, 2.95)","(342, 342)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,8,-0.06990774416470952,0.9280313703708548,0.20564154842223642,1.0711907317805287,0.28019687298024426,0.8852674442475026
"(275, 400)","(2.65, 2.95)","(342, 342)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,12,-0.6488587670991167,1.0967283547675,-0.050243074529212284,1.0971082936788354,0.06662363668080773,0.8705631089552686
