0.05,0.1,0.1,0.1,8,0.025,-0.6658199426804956,0.5387381330926714,-0.11269498586184547,-0.06603949998546875,-0.10568952047025942,-0.0700877934167341
0.05,0.1,0.1,0.1,10,0.025,-5.9443879010599945,5.831440872775916,-0.11933377056868827,-0.06999753290896038,-0.11327245215497725,-0.07326765786116993
0.05,0.1,0.1,0.2,8,0.025,-7.203770404912754,7.092645178355032,-0.1495682598490538,-0.026357811635784385,-0.13037216289828746,-0.04493839780055178
0.05,0.1,0.1,0.2,10,0.025,-222.42137278534045,222.31640776575045,-0.16847967875144576,-0.015480377354478922,-0.1471864036354184,-0.03865895226503756
0.05,0.1,0.2,0.1,8,0.025,-2.7760250598046667,2.6603555461602273,-0.13808382456448173,-0.04442768661659394,-0.11613127551984567,-0.06066895207242823
0.05,0.1,0.2,0.1,10,0.025,-54.475912230366504,54.36537909934214,-0.15009935988537496,-0.04237028556897879,-0.12786098137200055,-0.05965749094075459
0.05,0.1,0.2,0.2,8,0.025,-33.30513342195308,33.19329389423947,-0.2606466272914819,0.08474018158657025,-0.18129785719260594,0.005382039235832262
0.05,0.1,0.2,0.2,10,0.025,-2131.776900764308,2131.668829214398,-0.41793255283830144,0.23938055545178172,-0.2622455526931724,0.07602345512559236
0.05,0.2,0.1,0.1,8,0.025,-1.1218915957900337,1.0000209021618416,-0.1256067294371911,-0.05708262624574211,-0.11329908173625491,-0.0636295873639161
0.05,0.2,0.1,0.1,10,0.025,-14.091114500404371,13.97728924707185,-0.1348063622417374,-0.05854028436876952,-0.12260030475702222,-0.06512826005967506
0.05,0.2,0.1,0.2,8,0.025,-13.128571898916604,13.015431467270478,-0.18198090891292243,0.002862830948328371,-0.14917725600536355,-0.027234329551754005
0.05,0.2,0.1,0.2,10,0.025,-532.74034063051,532.6345594618003,-0.22131940209074025,0.03533756632075709,-0.17902447030666058,-0.007883603117806295
0.05,0.2,0.2,0.1,8,0.025,-5.019429407236441,4.901904343247446,-0.16108482340317548,-0.025834416227370566,-0.1275515278126945,-0.050393834920398485
0.05,0.2,0.2,0.1,10,0.025,-126.77965872748209,126.66683830536844,-0.18167155516719602,-0.01473581209711694,-0.1438195611351544,-0.044806287197472185
0.05,0.2,0.2,0.2,8,0.025,-61.02912331327212,60.91488513510868,-0.3864497450526436,0.2079226482588514,-0.22939634678125537,0.05245804850239277
0.05,0.2,0.2,0.2,10,0.025,-5096.983249172094,5096.86683009696,-0.8912640837483077,0.7128848583619385,-0.40338768833530225,0.21593248027033204
