1.0,1.0,0.5,0.001,0.001,-84.02992275375541,656.0992892537378,236.47288454408192,316.58242853996603,235.0513689952989,315.6282356572115
1.0,1.0,0.5,0.01,0.001,-258.96644657805797,862.8918119077036,149.45921356259538,411.2311587709257,148.46532372589098,401.67843037756694
1.0,1.0,1.0,0.001,0.001,-612.1921987667156,1254.1223071997797,44.96317347348969,518.7910630972717,62.107121241557365,484.9518468240433
1.0,1.0,1.0,0.01,0.001,-1118.5048818530015,1932.9118022644475,-407.6537941658588,1001.4463681204057,-221.049336467469,764.8789553622744
1.0,1.0,2.0,0.001,0.001,-6067.4819028416005,9244.732867895733,-7311.393803822552,8166.482178164205,-1382.2794211016628,1922.9546845784932
1.0,1.0,2.0,0.01,0.001,-11065.295807982751,19571.926239041346,-55735.57447138235,57664.74543715837,-2200.8280962881954,2701.65995820617
1.0,5.0,0.5,0.001,0.001,-129.40119215791452,706.1616544041268,224.13482116089267,329.7946625515589,224.5054779944429,325.7507993708318
1.0,5.0,0.5,0.01,0.001,-322.6642518672119,929.6017640978445,125.44302760716235,437.2882385764907,130.80682208995842,418.53235626472014
1.0,5.0,1.0,0.001,0.001,-693.6288897586371,1344.8055494373016,2.594558732162909,564.3568935275896,34.872881392246626,511.1251123873195
1.0,5.0,1.0,0.01,0.001,-1220.292028928814,2059.634122330297,-510.3008478567567,1111.510025255414,-276.42285401655255,818.8362481944696
1.0,5.0,2.0,0.001,0.001,-6457.529381439888,9901.674367592665,-8579.236987751552,9476.762263831897,-1479.823038993076,2014.6560609829512
1.0,5.0,2.0,0.01,0.001,-11829.918894343145,21118.913384543222,-68188.9389812323,70331.27599045397,-2297.559854437849,2790.7063759583843
1.0,10.0,0.5,0.001,0.001,-185.96988712486504,768.7583330826611,205.71969873456237,349.68167810390105,209.57322526166195,340.01360627825613
1.0,10.0,0.5,0.01,0.001,-403.35745299903954,1014.2387433031661,89.87335689783157,476.0289676278043,106.31909681700085,441.83497881541894
1.0,10.0,1.0,0.001,0.001,-796.4712005074616,1459.8484305627117,-60.27012041186413,632.0676891593214,-2.0214629806721973,546.6444934835026
1.0,10.0,1.0,0.01,0.001,-1349.431407261203,2221.1548820048342,-665.4876660626716,1277.6057857643236,-335.80552472488563,876.2196212272356
1.0,10.0,2.0,0.001,0.001,-6969.947808417496,10773.710029876951,-10524.265641159762,11484.140069218958,-1600.1234022188332,2127.302993145358
1.0,10.0,2.0,0.01,0.001,-12843.991537481943,23200.76510592583,-88360.11328400436,90828.67001040716,-2416.010606831094,2899.3541046016257
